event_message,id,identifier,method,path,status_code,timestamp
POST | 200 | 107.22.120.17 | 939559bc9ee3093e | https://ygkbhfdqvrluegsrjpaj.supabase.co/storage/v1/object/list/lead-uploads | supabase-api/9a15f5d,127a6039-9578-4a6f-ab7f-02a250f45878,ygkbhfdqvrluegsrjpaj,POST,/storage/v1/object/list/lead-uploads,200,1746166174274000
"GET | 101 | 70.133.249.74 | 93954b4e3874f0c1 | https://ygkbhfdqvrluegsrjpaj.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=1.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",e29944d9-5dd9-441f-8725-9aa1e8edd3de,ygkbhfdqvrluegsrjpaj,GET,/realtime/v1/websocket,101,1746165583296000
GET | 200 | 3.85.51.37 | 93954aced8e5e5fc | https://ygkbhfdqvrluegsrjpaj.supabase.co/storage/v1/bucket | supabase-api/9a15f5d,fc5389a3-0307-444f-87cd-b08baf67f722,ygkbhfdqvrluegsrjpaj,GET,/storage/v1/bucket,200,1746165562814000
GET | 200 | 3.90.42.187 | 939548de0968c9a4 | https://ygkbhfdqvrluegsrjpaj.supabase.co/auth/v1/health | supabase-api/9a15f5d,cf43a786-4afc-4cb2-bb63-863984b3aa43,ygkbhfdqvrluegsrjpaj,GET,/auth/v1/health,200,1746165483298000
HEAD | 200 | 3.90.42.187 | 939548de0970c9a4 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest-admin/v1/live | supabase-api/9a15f5d,27f790a5-b0a9-411e-98de-913580c88022,ygkbhfdqvrluegsrjpaj,HEAD,/rest-admin/v1/live,200,1746165483289000
POST | 200 | 70.133.249.74 | 9395487d28e169d2 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,52d75867-1db0-4207-a973-5dc3f045c624,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,200,1746165467848000
POST | 200 | 70.133.249.74 | 93954780b8248d27 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,57afdb88-0287-4ff5-b167-6d00d5e78222,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,200,1746165427574000
POST | 200 | 70.133.249.74 | 93954661589d4766 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,ef21da59-e428-4417-b920-0fe97fbd572a,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,200,1746165381478000
POST | 200 | 70.133.249.74 | 93954641a8ff6806 | https://ygkbhfdqvrluegsrjpaj.supabase.co/storage/v1/object/list/lead-uploads | node,fd85b988-9060-4212-98b0-31d70274719e,ygkbhfdqvrluegsrjpaj,POST,/storage/v1/object/list/lead-uploads,200,1746165376461000
POST | 200 | 70.133.249.74 | 9395464168aae909 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,6d26983f-9999-405d-bf9d-2cca63016f4b,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,200,1746165376289000
POST | 200 | 70.133.249.74 | 9395463f9f26e909 | https://ygkbhfdqvrluegsrjpaj.supabase.co/storage/v1/object/list/lead-uploads | node,f78297de-1bc9-4998-b3ac-992e1a9eaf64,ygkbhfdqvrluegsrjpaj,POST,/storage/v1/object/list/lead-uploads,200,1746165376133000
POST | 200 | 70.133.249.74 | 9395463f8d5c6806 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,726b5e12-2541-4e76-a268-f746625640ee,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,200,1746165376074000
"GET | 101 | 70.133.249.74 | 939544a50e06358d | https://ygkbhfdqvrluegsrjpaj.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=1.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",342f85ff-dc6c-41c2-b081-cb82fd468468,ygkbhfdqvrluegsrjpaj,GET,/realtime/v1/websocket,101,1746165310613000
"GET | 200 | 70.133.249.74 | 939544a60823f075 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/senders?select=* | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",3f288cfa-7ade-45f7-842c-925c52ad84a3,ygkbhfdqvrluegsrjpaj,GET,/rest/v1/senders,200,1746165310536000
"GET | 200 | 70.133.249.74 | 939544a4edf5f075 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/campaigns?select=*&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",f5fe1556-2c09-43ac-a3e7-912459574619,ygkbhfdqvrluegsrjpaj,GET,/rest/v1/campaigns,200,1746165310373000
"GET | 101 | 70.133.249.74 | 93954171a8602c89 | https://ygkbhfdqvrluegsrjpaj.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=1.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",64e7da5a-7007-4959-ad0f-842598cf088e,ygkbhfdqvrluegsrjpaj,GET,/realtime/v1/websocket,101,1746165179358000
"GET | 101 | 70.133.249.74 | 93953a251c866f98 | https://ygkbhfdqvrluegsrjpaj.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=1.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",7d3039ce-3c51-4a8a-a017-a07389d02ec5,ygkbhfdqvrluegsrjpaj,GET,/realtime/v1/websocket,101,1746164880370000
POST | 200 | 70.133.249.74 | 9395361b0925144c | https://ygkbhfdqvrluegsrjpaj.supabase.co/storage/v1/object/list/lead-uploads | node,dbbc9504-a825-49e5-917b-e1e52826161d,ygkbhfdqvrluegsrjpaj,POST,/storage/v1/object/list/lead-uploads,200,1746164714904000
POST | 400 | 70.133.249.74 | 9395361a38a2144c | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,082e23da-1706-4f40-84d9-3c568784b261,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,400,1746164714650000
POST | 200 | 70.133.249.74 | 93953615e9d0f054 | https://ygkbhfdqvrluegsrjpaj.supabase.co/storage/v1/object/list/lead-uploads | node,7a73f976-5cac-469a-b8da-407400980114,ygkbhfdqvrluegsrjpaj,POST,/storage/v1/object/list/lead-uploads,200,1746164714056000
POST | 400 | 70.133.249.74 | 93953615be5b144c | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,fb31a33d-252a-4fa4-8b93-0a7bd511743a,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,400,1746164714028000
"GET | 200 | 70.133.249.74 | 939535a0c846e863 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/senders?select=* | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",aa611cfd-ac87-4273-a868-d29e4747f03c,ygkbhfdqvrluegsrjpaj,GET,/rest/v1/senders,200,1746164695229000
"GET | 101 | 70.133.249.74 | 939535a01d186707 | https://ygkbhfdqvrluegsrjpaj.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=1.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",962ca15d-eba8-4886-88e0-843038cae7ae,ygkbhfdqvrluegsrjpaj,GET,/realtime/v1/websocket,101,1746164695193000
"GET | 200 | 70.133.249.74 | 9395359f9fc6e863 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/campaigns?select=*&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",85881cdd-7132-4abf-aef6-8533efcf5d03,ygkbhfdqvrluegsrjpaj,GET,/rest/v1/campaigns,200,1746164695131000
POST | 200 | 70.133.249.74 | 93953212b9de2ccd | https://ygkbhfdqvrluegsrjpaj.supabase.co/storage/v1/object/list/lead-uploads | node,94f2afd7-a7c7-4164-9a1f-9d767cdd4707,ygkbhfdqvrluegsrjpaj,POST,/storage/v1/object/list/lead-uploads,200,1746164549730000
POST | 400 | 70.133.249.74 | 93953212da4bf06d | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,72307068-6ce4-49fa-9394-701a50c16237,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,400,1746164549709000
POST | 200 | 70.133.249.74 | 939532109d6bf06d | https://ygkbhfdqvrluegsrjpaj.supabase.co/storage/v1/object/list/lead-uploads | node,e66838a5-921b-45d7-ab02-ff9ada321529,ygkbhfdqvrluegsrjpaj,POST,/storage/v1/object/list/lead-uploads,200,1746164549392000
POST | 400 | 70.133.249.74 | 9395321098752ccd | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,971dee1e-2f15-41d4-8edb-d650b6f0408b,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,400,1746164549360000
"GET | 200 | 70.133.249.74 | 939531c7ca4e6b17 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/senders?select=* | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",f0211602-1e15-4710-98b1-35a2d3934e42,ygkbhfdqvrluegsrjpaj,GET,/rest/v1/senders,200,1746164537724000
"GET | 200 | 70.133.249.74 | 939531c6998c6b17 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/campaigns?select=*&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",35a702f0-d345-4644-84b3-c8ab7552e0b5,ygkbhfdqvrluegsrjpaj,GET,/rest/v1/campaigns,200,1746164537540000
"GET | 101 | 70.133.249.74 | 939531a27fb0e54e | https://ygkbhfdqvrluegsrjpaj.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=1.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",438928bb-09f1-41a6-aa50-6fd714f3722d,ygkbhfdqvrluegsrjpaj,GET,/realtime/v1/websocket,101,1746164531836000
POST | 400 | 70.133.249.74 | 939525d79a220b91 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,1a74941e-8baa-411a-a1e8-894c2a1b3459,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,400,1746164048719000
POST | 400 | 70.133.249.74 | 939525264f7ee9ad | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,44f89306-a801-4b8b-b4d2-89f93f0e0ead,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,400,1746164020358000
POST | 200 | 70.133.249.74 | 939523b96e4d3467 | https://ygkbhfdqvrluegsrjpaj.supabase.co/storage/v1/object/list/lead-uploads | node,44ae6bbc-09ee-4f45-a405-f106c0be4947,ygkbhfdqvrluegsrjpaj,POST,/storage/v1/object/list/lead-uploads,200,1746163961984000
POST | 400 | 70.133.249.74 | 939523b92b8ae7bb | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,c2f34223-fd96-4748-af72-cec008740895,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,400,1746163961851000
POST | 200 | 70.133.249.74 | 939523b62b943467 | https://ygkbhfdqvrluegsrjpaj.supabase.co/storage/v1/object/list/lead-uploads | node,729de354-1f90-46ec-bb05-833187f535ae,ygkbhfdqvrluegsrjpaj,POST,/storage/v1/object/list/lead-uploads,200,1746163961508000
POST | 400 | 70.133.249.74 | 939523b6187ee7bb | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/rpc/list_dynamic_lead_tables | node,73067793-0a45-4531-89b5-e05da0809ac9,ygkbhfdqvrluegsrjpaj,POST,/rest/v1/rpc/list_dynamic_lead_tables,400,1746163961452000
"GET | 200 | 70.133.249.74 | 93952272ea02e9b5 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/senders?select=* | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",fbc638e8-d692-46c9-a063-02e36c5b6719,ygkbhfdqvrluegsrjpaj,GET,/rest/v1/senders,200,1746163909723000
"OPTIONS | 200 | 70.133.249.74 | 93952272b9cbe9b5 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/senders?select=* | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",525a873f-bbcb-4a35-877b-14d1b1fa5eba,ygkbhfdqvrluegsrjpaj,OPTIONS,/rest/v1/senders,200,1746163909565000
"GET | 200 | 70.133.249.74 | 9395227188e7e9b5 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/campaigns?select=*&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",e52b5d9d-d594-4ef3-898b-0088e9911d7d,ygkbhfdqvrluegsrjpaj,GET,/rest/v1/campaigns,200,1746163909513000
"GET | 101 | 70.133.249.74 | 939522716d896b8f | https://ygkbhfdqvrluegsrjpaj.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=1.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",cfca7e20-1167-4db0-a0c9-b4930e684932,ygkbhfdqvrluegsrjpaj,GET,/realtime/v1/websocket,101,1746163909485000
"OPTIONS | 200 | 70.133.249.74 | 9395227158c6e9b5 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/campaigns?select=*&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",05f1fad0-8f4c-43e4-b643-7924c4223716,ygkbhfdqvrluegsrjpaj,OPTIONS,/rest/v1/campaigns,200,1746163909346000
POST | 200 | 70.133.249.74 | 939521b0bc6c6b50 | https://ygkbhfdqvrluegsrjpaj.supabase.co/auth/v1/token?grant_type=refresh_token | Next.js Middleware,15f3f6b9-dafa-40ff-9764-63dfbcb80a94,ygkbhfdqvrluegsrjpaj,POST,/auth/v1/token,200,1746163878800000
GET | 200 | 107.22.120.17 | 93951293fa742d16 | https://ygkbhfdqvrluegsrjpaj.supabase.co/rest/v1/ | supabase-api/9a15f5d,b8b23166-7123-43b1-9ff3-69eb9682da0a,ygkbhfdqvrluegsrjpaj,GET,/rest/v1/,200,1746163259665000
